lineage_id,candidate_rank,candidate_app_id,application_title,application_pi,application_institution,match_grade,match_score,evidence_level,evidence_components,score_details,match_reason,evidence_urls,manual_review_needed
lineage_askalag_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/Askalag/GoLangBooks,true
lineage_aslotsu_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/aslotsu/GoLangBooks,true
lineage_assassinmt_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/ASSASSINMT/GoLangBooks,true
lineage_assassinym_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/ASSASSINYM/GoLangBooks,true
lineage_astrazheng_longitudinal-data,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank-3.md; https://raw.githubusercontent.com/AstraZheng/Longitudinal-data/18fcdbe2814bcbcfe331b918ffa3626bbc9e16ec/raw_data_sample.txt; https://github.com/AstraZheng/Longitudinal-data; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank-3.md; https://github.com/AstraZheng/Longitudinal-data/blob/3429e7d4f7276bd3248dc5ca544798b93a7d6809/output_data_sample.xlsx; https://github.com/AstraZheng/Longitudinal-data; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank-3.md; https://github.com/AstraZheng/Longitudinal-data/blob/b84ea6df966b522555788a9ce7c8bedf96be1564/Job%20history%20codebook%20-%20Astra.xlsx; https://github.com/AstraZheng/Longitudinal-data,true
lineage_atindraraut_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/atindraraut/GoLangBooks,true
lineage_attilaforgacs_fix,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/AttilaForgacs/fix/blob/master/store/backlog.md; https://github.com/AttilaForgacs/fix,true
lineage_atulram_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/atulram/GoLangBooks,true
lineage_audoushka_ukbiobank-table-conversion,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-09-uk-biobank.md; https://github.com/audoushka/UKBiobank-Table-Conversion/blob/ef88907514c72072a9a78140a3d51c83d17cec92/INTRO_and_INSTRUCTIONS.pdf; https://github.com/audoushka/UKBiobank-Table-Conversion,true
lineage_avalanchediscord_globygenerator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/AvalancheDiscord/GlobyGenerator,true
lineage_avianhere_discordgenerator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/avianhere/DiscordGenerator,true
lineage_avs6_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/avs6/GoLangBooks,true
lineage_ayanx_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/AyanX/GoLangBooks,true
lineage_aytacmalkoc_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/aytacmalkoc/font-awesome-pro,true
lineage_bacao1994_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bacao1994/GoLangBooks,true
lineage_bagasadiii_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bagasadiii/GoLangBooks,true
lineage_baidjeet_yang,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/bimantaraz/Nitro-generator-arm64,true
lineage_bakermetabolomics_ukbpheno,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-10-uk-biobank.md; https://github.com/BakerMetabolomics/ukbpheno/blob/42fd07d2145b706581ba0a021a222f6be669a36c/R/plot_timeline.R; https://github.com/BakerMetabolomics/ukbpheno,true
lineage_baksman_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/Baksman/GoLangBooks,true
lineage_baltr4_discord-nitro-gen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/Baltr4/Discord-nitro-gen,true
lineage_barneyhill_shapeit5,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/barneyhill/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/barneyhill/shapeit5,true
lineage_barsik_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/Barsik/GoLangBooks,true
lineage_barudisshu_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/Barudisshu/JetbrainsPatchKeygen,true
lineage_bastiaanv_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/bastiaanv/font-awesome-pro,true
lineage_batmanlab_ukb_api,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/a8408dae96c4f9c5184ec270574deab57fc08854/static_resources/UKB_fs_folder_paths_march_2022.csv; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/a8408dae96c4f9c5184ec270574deab57fc08854/static_resources/ukb_brain_imaging_metadata.csv; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/68362000ee42cb6c30946d213a87f9f325b4bae1/notebooks/ukbaccessrepo_demo.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/68362000ee42cb6c30946d213a87f9f325b4bae1/notebooks/data_refresh_eda_ukb.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/8fd484d5a6c745a9663848e1809feb6a946f4d3f/notebooks/ukb_metadata_EDA.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b1fa8e6fefff2b55c61ea86a5c0b5462c202054a/notebooks/EDA_ADNI1_Freesurfer6_UKB_Harmonization.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b1fa8e6fefff2b55c61ea86a5c0b5462c202054a/notebooks/UKB_FS6_vs_FS7.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/8fd484d5a6c745a9663848e1809feb6a946f4d3f/notebooks/UKBRepo_demo.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/8fd484d5a6c745a9663848e1809feb6a946f4d3f/notebooks/ukb_repo_devlopment_notebook.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b1fa8e6fefff2b55c61ea86a5c0b5462c202054a/notebooks/EDA_harmonization_UKB_ADNI.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b2c510defdbe505edffe86f31f3c03a572b791eb/notebooks/.ipynb_checkpoints/ukb_monai_demo-checkpoint.ipynb; https://github.com/batmanlab/ukb_api; https://github.com/github/dmca/blob/master/2025/12/2025-12-15-uk-biobank.md; https://github.com/batmanlab/ukb_api/blob/b2c510defdbe505edffe86f31f3c03a572b791eb/notebooks/ukb_monai_demo.ipynb; https://github.com/batmanlab/ukb_api,true
lineage_bbasumatary_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bbasumatary/GoLangBooks,true
lineage_bceric_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/bcEric/JetbrainsPatchKeygen,true
lineage_beckheng_blog.yixinit.com,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/beckheng/blog.yixinit.com/blob/master/data/tools/phpstorm-key.md; https://github.com/beckheng/blog.yixinit.com,true
lineage_becomingcc_ukb_bioage_cancer,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/10/2025-10-15-uk-biobank-4.md; https://github.com/becomingcc/UKB_bioage_cancer/blob/main/Program/2.2_data_prep_UKB_BioAge.do; https://github.com/becomingcc/UKB_bioage_cancer,true
lineage_becomingcc_ukbfrailty,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-07-uk-biobank.md; https://github.com/becomingcc/ukbfrailty/blob/main/Stata%20script%20for%20FI%20derivation%20in%20UKB%20data%20v2.do; https://github.com/becomingcc/ukbfrailty,true
lineage_beegeeta_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/beegeeta/GoLangBooks,true
lineage_beknazar13_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/beknazar13/IntelliJ-IDEA-14-keygen,true
lineage_bernylinville_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bernylinville/GoLangBooks,true
lineage_beronx86_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/Beronx86/JetbrainsPatchKeygen,true
lineage_bhardwajrahul_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bhardwajRahul/GoLangBooks,true
lineage_bhutanict_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bhutanict/GoLangBooks,true
lineage_biaofan_jetbrains-intellij-idea-key-generator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/biaofan/Jetbrains-IntelliJ-IDEA-Key-Generator,true
lineage_bigdann09_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bigdann09/GoLangBooks,true
lineage_bigtricksolutions_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/BigTrickSolutions/IntelliJ-IDEA-14-keygen,true
lineage_binfnstats_ukb-idears,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-07-uk-biobank-3.md; https://github.com/binfnstats/ukb-IDEARS/blob/bc9c80396a9b28c7f72c89d901be9d27df5a5d28/code_projects/genetic/snp_files.ipynb; https://github.com/binfnstats/ukb-IDEARS,true
lineage_biostatshao_omniprs,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/03/2026-03-31-uk-biobank-3.md; https://github.com/biostatShao/OmniPRS/blob/e7fd3b519ce8659a915bd277421337b22b542614/example/test.phen; https://github.com/biostatShao/OmniPRS,true
lineage_birukbelay_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/birukbelay/GoLangBooks,true
lineage_bitclaw_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/bitclaw/IntelliJ-IDEA-14-keygen,true
lineage_bitress_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/bitress/font-awesome-pro,true
lineage_bitwsf_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bitwsf/GoLangBooks,true
lineage_bl00dy5p1d0r_jetbrains-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/bl00dy5p1d0r/Jetbrains-KeyGen,true
lineage_blacksun1996_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/blacksun1996/GoLangBooks,true
lineage_blancosway_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/BlancosWay/JetbrainsPatchKeygen,true
lineage_blitz305_ukbanalytica,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/04/2026-04-14-uk-biobank.md; https://github.com/blitz305/UKBAnalytica/blob/d6facb23a147b51a335223a9bb12141b5cbfd32a/tests/testthat/testdata/raw_demo.csv; https://github.com/blitz305/UKBAnalytica,true
lineage_blixxx_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/blixxx/JetbrainsPatchKeygen,true
lineage_bocca-creator_discord-nitro-genarator-py,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/bocca-creator/Discord-Nitro-Genarator-py,true
lineage_bogwero_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/bogwero/font-awesome-pro,true
lineage_boltop7625_yang-by-lyt,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/BoltOP7625/YANG-BY-LYT,true
lineage_booool_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/BooooL/GoLangBooks,true
lineage_bordertravelerx_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/BorderTravelerX/IntelliJ-IDEA-14-keygen,true
lineage_bretagne-peiqi_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bretagne-peiqi/GoLangBooks,true
lineage_brick-y_-cracked-paid-nitro-gen-tropical-nitro-generator-cracked-free,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/brick-y/-CRACKED-Paid-Nitro-gen-Tropical-Nitro-Generator-cracked-free,true
lineage_bruce-ding_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bruce-ding/GoLangBooks,true
lineage_brugarolas_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/Brugarolas/font-awesome-pro,true
lineage_bryanux_cameracontrol,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/bryanux/CameraControl/blob/master/CamarasEcu911/license.txt; https://github.com/bryanux/CameraControl,true
lineage_buibaohoang06_axynitro-discord-nitro-bruteforcer,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/buibaohoang06/axynitro-discord-nitro-bruteforcer,true
lineage_bulutcan99_golang_books,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/bulutcan99/golang_books,true
lineage_burulangtu_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/burulangtu/JetbrainsPatchKeygen,true
lineage_businessocean_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/BusinessOcean/GoLangBooks,true
lineage_bycrovv_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/ByCrovv/GoLangBooks,true
lineage_c0d33ngr_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/c0d33ngr/GoLangBooks,true
lineage_c633_jetbrains-intellij-idea-key-generator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/c633/Jetbrains-IntelliJ-IDEA-Key-Generator,true
lineage_caesar269_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/CAESAR269/GoLangBooks,true
lineage_caleberi_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/caleberi/GoLangBooks,true
lineage_callmeburb2_nitro-gen-and-checker,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/CallMeBurb2/Nitro-Gen-And-Checker,true
lineage_candycloudcc_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/CandyCloudCC/font-awesome-pro,true
lineage_carbogen_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/Carbogen/JetbrainsPatchKeygen,true
lineage_carmeldj_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/Carmeldj/GoLangBooks,true
lineage_carolahhaydn_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/CarolAHHaydn/GoLangBooks,true
lineage_catatomik_discord-nitro-gen-checker,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/Catatomik/Discord-Nitro-Gen-Checker,true
lineage_cauelz_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/cauelz/GoLangBooks,true
lineage_ccamateur_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/ccamateur/GoLangBooks,true
lineage_centrexbd2_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/centrexbd2/GoLangBooks,true
lineage_cessbub_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/cessbub/font-awesome-pro,true
lineage_chaiwizard_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/chaiwizard/GoLangBooks,true
lineage_chansongjo_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/ChansongJo/GoLangBooks,true
lineage_chapa_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/chapa/JetbrainsPatchKeygen,true
lineage_chengluomilk_metabolomicscommondiseases,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/1_preparation/1_collect_logh_and_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_APOE4_Dementia_2_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_SHAP_4_Individuals.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplTable_CorrelationMatrix_NMRPANEL.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank-2.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_SHAP_3_Areas.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/main/1_preparation/1_collect_logh_and_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/main/2_analysis/SupplFigure_APOE4_Dementia_2_fit_coxph.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/main/2_analysis/SupplFigure_SHAP_4_Individuals.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplTable_CorrelationMatrix_NMRPANEL.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases; https://github.com/github/dmca/blob/master/2025/10/2025-10-02-uk-biobank.md; https://github.com/chengluomilk/MetabolomicsCommonDiseases/blob/main/2_analysis/SupplFigure_SHAP_3_Areas.ipynb; https://github.com/chengluomilk/MetabolomicsCommonDiseases,true
lineage_chengyang317_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/chengyang317/JetbrainsPatchKeygen,true
lineage_chenhq_notes,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/chenhq/notes/blob/master/license.md; https://github.com/chenhq/notes,true
lineage_cheshuai_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/cheshuai/JetbrainsPatchKeygen,true
lineage_chilinh12003_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/chilinh12003/font-awesome-pro,true
lineage_chingsley_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/chingsley/GoLangBooks,true
lineage_chuanjiabao1981_jetbrains-intellij-idea-key-generator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/chuanjiabao1981/Jetbrains-IntelliJ-IDEA-Key-Generator,true
lineage_chuongnx_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/chuongnx/GoLangBooks,true
lineage_cind_udip-vit,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank-3.md; https://github.com/cind/UDIP-ViT/blob/de24be37fcd6385ed77696c01efa0bc90fa5c972/data/T1_128_gwas.csv; https://github.com/cind/UDIP-ViT,true
